shape1,shape2,iou,clip,color,edge,hash
The Bahamas,Aland,0.735566,0.735566,0.563969,0.027354,0.515625
Tonga,Aland,0.75329,0.75329,0.512952,0.01042,0.625
Trinidad and Tobago,Aland,0.727491,0.727491,0.514553,0.039741,0.53125
Tunisia,Aland,0.663,0.663,0.342259,0.051433,0.625
Turkmenistan,Aland,0.651951,0.651951,0.328219,0.027101,0.5625
Tuvalu,Aland,0.712491,0.712491,0.531755,0.059233,0.40625
Uganda,Aland,0.648356,0.648356,0.653501,0.036317,0.5
Ukraine,Aland,0.792046,0.792046,0.924981,0.018709,0.484375
United Kingdom,Aland,0.732207,0.732207,0.597748,0.037026,0.5625
United Republic of Tanzania,Aland,0.694838,0.694838,0.549988,0.04085,0.625
United States of America,Aland,0.708121,0.708121,0.596083,0.066324,0.40625
United States Virgin Islands,Aland,0.670549,0.670549,0.662302,0.065283,0.5
Vatican,Aland,0.659122,0.659122,0.631714,0.048952,0.53125
Venezuela,Aland,0.711229,0.711229,0.543692,0.157075,0.5625
Vietnam,Aland,0.708075,0.708075,-0.001642,0.018596,0.5625
West Virginia,Aland,0.690034,0.690034,0.759556,0.076966,0.5
Western Sahara,Aland,0.721342,0.721342,0.616703,0.009121,0.5625
Zambia,Aland,0.688408,0.688408,0.38083,0.034097,0.46875
Zimbabwe,Aland,0.673184,0.673184,0.647611,0.01835,0.59375
Alabama,Alaska,0.701849,0.701849,0.362651,0.013253,0.4375
Andorra,Alaska,0.700918,0.700918,0.238928,0.015721,0.53125
Argentina,Alaska,0.661986,0.661986,0.306495,0.005026,0.53125
Arizona,Alaska,0.593469,0.593469,0.19514,0.022052,0.375
Arkansas,Alaska,0.576116,0.576116,0.271877,0.012459,0.5625
Armenia,Alaska,0.749604,0.749604,0.331449,0.015605,0.515625
Aruba,Alaska,0.683581,0.683581,0.190072,0.037101,0.46875
Bahrain,Alaska,0.620591,0.620591,0.316,0.017566,0.453125
Bangladesh,Alaska,0.599428,0.599428,0.241707,0.00757,0.53125
Belarus,Alaska,0.702893,0.702893,0.317254,0.007669,0.5625
Benin,Alaska,0.690253,0.690253,0.247709,0,0.4375
Brazil,Alaska,0.644844,0.644844,0.000228,0.014112,0.46875
Burkina Faso,Alaska,0.653217,0.653217,0.222504,0,0.5
Cambodia,Alaska,0.585808,0.585808,0.272714,0.050106,0.5625
Cayman Islands,Alaska,0.678386,0.678386,0.317607,0.034579,0.5
Central African Republic,Alaska,0.69825,0.69825,0.333368,0.002788,0.375
Chile,Alaska,0.722221,0.722221,0.324266,0,0.53125
China,Alaska,0.735299,0.735299,0.172849,0,0.46875
Comoros,Alaska,0.659459,0.659459,0.345521,0,0.40625
Cuba,Alaska,0.614253,0.614253,0.354689,0.015851,0.5625
Curaao,Alaska,0.735104,0.735104,0.193014,0.009192,0.5
District of Columbia,Alaska,0.6137,0.6137,0.370633,0.014223,0.34375
East Timor,Alaska,0.658927,0.658927,0.32001,0.014241,0.46875
Egypt,Alaska,0.685098,0.685098,0.36743,0,0.5625
Equatorial Guinea,Alaska,0.658599,0.658599,0.327744,0,0.53125
Eritrea,Alaska,0.647507,0.647507,0.335031,0.048687,0.65625
Estonia,Alaska,0.695657,0.695657,0.369266,0.007597,0.5
Florida,Alaska,0.627962,0.627962,0.365248,0.03532,0.5
Gibraltar,Alaska,0.708368,0.708368,0.369955,0.00318,0.59375
Guam,Alaska,0.692547,0.692547,0.280471,0.010474,0.46875
Guinea-Bissau,Alaska,0.604687,0.604687,0.332614,0.026305,0.46875
Hong Kong SAR,Alaska,0.735299,0.735299,0.172849,0,0.46875
Iceland,Alaska,0.743962,0.743962,0.241127,0.042104,0.5
India,Alaska,0.668518,0.668518,0.329194,0,0.53125
Indiana,Alaska,0.617556,0.617556,0.180531,0.027089,0.46875
Iran,Alaska,0.633583,0.633583,0.357973,0.01754,0.5625
Italy,Alaska,0.74453,0.74453,0.332649,0.013637,0.515625
Jamaica,Alaska,0.650506,0.650506,0.35824,0.035829,0.4375
Japan,Alaska,0.719183,0.719183,0.379187,9.30E-05,0.5
Kosovo,Alaska,0.667192,0.667192,0.343958,0.08006,0.53125
Kuwait,Alaska,0.663872,0.663872,0.367252,0.009965,0.46875
Lebanon,Alaska,0.673932,0.673932,0.335824,0.015438,0.5625
Lesotho,Alaska,0.646301,0.646301,0.345802,0.003391,0.5625
Liberia,Alaska,0.775677,0.775677,0.358614,0.012174,0.53125
Louisiana,Alaska,0.664191,0.664191,0.244931,0.056449,0.5625
Luxembourg,Alaska,0.771635,0.771635,0.345976,0.015543,0.5
Maldives,Alaska,0.694087,0.694087,0.21689,0,0.515625
Marshall Islands,Alaska,0.695041,0.695041,0.308198,0.022032,0.4375
Minnesota,Alaska,0.705184,0.705184,0.241681,0.037523,0.5625
Mississippi,Alaska,0.679707,0.679707,0.303798,0.023156,0.375
Monaco,Alaska,0.70363,0.70363,0.318197,0,0.546875
Mongolia,Alaska,0.674706,0.674706,0.315258,0.017553,0.46875
Montenegro,Alaska,0.696676,0.696676,0.303551,0.029757,0.5625
Morocco,Alaska,0.694133,0.694133,0.171766,0,0.46875
Myanmar,Alaska,0.656895,0.656895,0.287968,0.062248,0.40625
Nebraska,Alaska,0.622245,0.622245,0.252984,0.073011,0.5
Netherlands,Alaska,0.729231,0.729231,0.332095,0,0.53125
Nevada,Alaska,0.733755,0.733755,0.17796,0,0.40625
New Caledonia,Alaska,0.598757,0.598757,0.343608,0.041437,0.53125
New York,Alaska,0.685095,0.685095,0.306541,0.050852,0.46875
North Carolina,Alaska,0.622234,0.622234,0.340037,0.029954,0.46875
North Korea,Alaska,0.686427,0.686427,0.329248,0.036767,0.5625
Northern Mariana Islands,Alaska,0.641153,0.641153,0.313547,0.051869,0.5
Oman,Alaska,0.63501,0.63501,0.350785,0.002638,0.5625
Pakistan,Alaska,0.727765,0.727765,0.292528,0,0.4375
Palestine,Alaska,0.659988,0.659988,0.373849,0.02514,0.5625
Paraguay,Alaska,0.694607,0.694607,0.353927,0,0.5
Qatar,Alaska,0.643692,0.643692,0.169635,0.016704,0.4375
Republic of the Congo,Alaska,0.6883,0.6883,0.250264,0,0.6875
Russia,Alaska,0.759251,0.759251,0.333397,0,0.53125
San Marino,Alaska,0.683649,0.683649,0.33295,0.061673,0.5625
Senegal,Alaska,0.652051,0.652051,0.249287,0.012292,0.5625
Seychelles,Alaska,0.716369,0.716369,0.358198,0.019283,0.5625
Solomon Islands,Alaska,0.676793,0.676793,0.326171,0.026723,0.5625
Somalia,Alaska,0.762609,0.762609,0.186642,0.013557,0.46875
South Carolina,Alaska,0.633295,0.633295,0.206011,0.036565,0.40625
South Dakota,Alaska,0.6033,0.6033,0.226056,0.03985,0.375
Suriname,Alaska,0.631188,0.631188,0.302304,0.011563,0.5625
Switzerland,Alaska,0.698797,0.698797,0.089359,0,0.53125
Syria,Alaska,0.688568,0.688568,0.367725,0.042918,0.375
Tajikistan,Alaska,0.737492,0.737492,0.367855,0.010479,0.53125
The Bahamas,Alaska,0.641481,0.641481,0.341414,0.01809,0.453125
Trinidad and Tobago,Alaska,0.669157,0.669157,0.311516,0.00097,0.5625
Tunisia,Alaska,0.688428,0.688428,0.207118,0.014129,0.4375
Turkmenistan,Alaska,0.710007,0.710007,0.198588,0.021101,0.53125
Tuvalu,Alaska,0.778585,0.778585,0.318124,0.040787,0.53125
Uganda,Alaska,0.610897,0.610897,0.336483,0.012987,0.53125
Ukraine,Alaska,0.746173,0.746173,0.219272,0,0.546875
United Kingdom,Alaska,0.780254,0.780254,0.361921,0.044127,0.46875
United Republic of Tanzania,Alaska,0.598114,0.598114,0.332929,0.01125,0.46875
United States of America,Alaska,0.797165,0.797165,0.36091,0.039556,0.46875
United States Virgin Islands,Alaska,0.689822,0.689822,0.379408,0.049915,0.40625
Vatican,Alaska,0.59097,0.59097,0.256863,0.007185,0.375
Venezuela,Alaska,0.656145,0.656145,0.254803,0.002671,0.5625
West Virginia,Alaska,0.680494,0.680494,0.374736,0.0599,0.53125
Western Sahara,Alaska,0.668108,0.668108,0.373435,0.018728,0.5625
Zambia,Alaska,0.689732,0.689732,0.229944,0.045297,0.71875
Zimbabwe,Alaska,0.586344,0.586344,0.361665,0.028471,0.5
Alabama,Albania,0.670468,0.670468,0.468344,0.03874,0.53125
Aland,Albania,0.629211,0.629211,0.311868,0.056938,0.4375
Alaska,Albania,0.710343,0.710343,0.188708,0.014127,0.625
American Samoa,Albania,0.627242,0.627242,0.460151,0.035815,0.40625
Andorra,Albania,0.689828,0.689828,0.323705,0.144992,0.71875
Angola,Albania,0.68479,0.68479,0.441952,0.063219,0.40625
Argentina,Albania,0.657667,0.657667,0.395914,0.065196,0.625
Arizona,Albania,0.485936,0.485936,0.252406,0.061275,0.4375
Arkansas,Albania,0.527056,0.527056,0.350479,0.117815,0.46875
Armenia,Albania,0.696302,0.696302,0.42823,0.016432,0.515625
Aruba,Albania,0.628345,0.628345,0.245732,0.002685,0.5625
Australia,Albania,0.648806,0.648806,0.400267,0.040946,0.5
Austria,Albania,0.706293,0.706293,0.383226,0,0.5
Azerbaijan,Albania,0.726806,0.726806,0.431716,0.053423,0.53125
Bahrain,Albania,0.719175,0.719175,0.408301,0.019386,0.546875
Bangladesh,Albania,0.625124,0.625124,0.312386,0.027754,0.375
Belarus,Albania,0.703869,0.703869,0.409873,0.008075,0.5625
Belgium,Albania,0.677706,0.677706,0.352926,0.054109,0.53125
Benin,Albania,0.651331,0.651331,0.320333,0.038687,0.4375
Bermuda,Albania,0.639917,0.639917,0.417389,0.073701,0.5625
Bolivia,Albania,0.633068,0.633068,0.698736,0.033446,0.5
Brazil,Albania,0.568081,0.568081,0.000431,0.092133,0.53125
British Indian Ocean Territory,Albania,0.596871,0.596871,0.475571,0.079122,0.65625
Bulgaria,Albania,0.723619,0.723619,0.4469,0,0.5
Burkina Faso,Albania,0.660383,0.660383,0.287915,0.021454,0.46875
Burundi,Albania,0.681362,0.681362,0.450376,0.046943,0.5
Cabo Verde,Albania,0.636905,0.636905,0.372815,0.060573,0.5625
Cambodia,Albania,0.55172,0.55172,0.352437,0.164466,0.6875
Cameroon,Albania,0.595455,0.595455,0.322486,0.038042,0.59375
Canada,Albania,0.647401,0.647401,0.448243,0.052059,0.5625
Cayman Islands,Albania,0.584293,0.584293,0.410252,0.050489,0.53125
Central African Republic,Albania,0.623142,0.623142,0.430727,0.018482,0.5625
Chile,Albania,0.660537,0.660537,0.860402,0.024351,0.53125
China,Albania,0.597329,0.597329,0.223469,0.014042,0.5625
Colombia,Albania,0.634257,0.634257,0.310521,0.008063,0.484375
Colorado,Albania,0.454972,0.454972,0.376305,0.063498,0.4375
Comoros,Albania,0.688134,0.688134,0.44623,0.01143,0.40625
Connecticut,Albania,0.572556,0.572556,0.256631,0.122235,0.46875
Cook Islands,Albania,0.642605,0.642605,0.405706,0.055433,0.53125
Croatia,Albania,0.73936,0.73936,0.467086,0.088072,0.5625
Cuba,Albania,0.570527,0.570527,0.458235,0.054581,0.5
Curaao,Albania,0.639966,0.639966,0.24944,0.016091,0.59375
Cyprus,Albania,0.767522,0.767522,0.493478,0.077228,0.53125
Czechia,Albania,0.711396,0.711396,0.43892,0.009877,0.375
Delaware,Albania,0.486174,0.486174,0.273733,0.147222,0.65625
Democratic Republic of the Congo,Albania,0.652947,0.652947,0.208822,0.0402,0.53125
Denmark,Albania,0.696661,0.696661,0.286562,0.050702,0.40625
District of Columbia,Albania,0.542484,0.542484,0.478827,0.032871,0.46875
Djibouti,Albania,0.654414,0.654414,0.413657,0.017066,0.46875
East Timor,Albania,0.662404,0.662404,0.886837,0.021149,0.46875
Egypt,Albania,0.762025,0.762025,0.474564,0.089122,0.46875
El Salvador,Albania,0.618102,0.618102,0.418408,0.042769,0.53125
Equatorial Guinea,Albania,0.711776,0.711776,0.423916,0.045082,0.65625
Eritrea,Albania,0.687838,0.687838,0.432838,0.077141,0.53125
Estonia,Albania,0.554052,0.554052,0.476861,0.03467,0.5
eSwatini,Albania,0.598729,0.598729,0.38142,0.079838,0.4375
Federated States of Micronesia,Albania,0.635104,0.635104,0.337129,0.073985,0.5625
Finland,Albania,0.66708,0.66708,0.471562,0.013727,0.6875
Florida,Albania,0.566448,0.566448,0.471728,0.184364,0.34375
France,Albania,0.69331,0.69331,0.429802,0.053452,0.53125
French Polynesia,Albania,0.648531,0.648531,0.430585,0.095908,0.4375
French Southern and Antarctic Lands,Albania,0.703576,0.703576,0.28701,0.050062,0.53125
Georgia,Albania,0.715535,0.715535,0.473185,0.061907,0.4375
Georgia (state),Albania,0.583715,0.583715,0.402631,0.027914,0.40625
Germany,Albania,0.706032,0.706032,0.447386,0.039848,0.5
Ghana,Albania,0.604819,0.604819,0.33615,0.033085,0.5625
Gibraltar,Albania,0.725928,0.725928,0.477757,0.139173,0.53125
Greece,Albania,0.705057,0.705057,0.423968,0.055898,0.5
Greenland,Albania,0.708268,0.708268,0.442709,0.04418,0.6875
Grenada,Albania,0.64102,0.64102,0.3767,0.04182,0.375
Guam,Albania,0.669735,0.669735,0.362387,0.04771,0.65625
Guatemala,Albania,0.676687,0.676687,0.395065,0.113814,0.375
Guernsey,Albania,0.695176,0.695176,0.477857,0.103143,0.546875
Guinea-Bissau,Albania,0.612274,0.612274,0.429798,0.036346,0.4375
Hawaii,Albania,0.526674,0.526674,0.467234,0.03254,0.625
Heard Island and McDonald Islands,Albania,0.644544,0.644544,0.400307,0.040008,0.5625
Honduras,Albania,0.635547,0.635547,0.440318,0.067994,0.53125
Hong Kong SAR,Albania,0.597329,0.597329,0.223469,0.014042,0.5625
Iceland,Albania,0.66107,0.66107,0.311729,0.027654,0.5
Illinois,Albania,0.549976,0.549976,0.494408,0.200173,0.65625
India,Albania,0.592323,0.592323,0.425283,0.067082,0.53125
Indiana,Albania,0.458807,0.458807,0.233126,0.070451,0.34375
Indonesia,Albania,0.720425,0.720425,0.441321,0.008063,0.546875
Iowa,Albania,0.478152,0.478152,0.453738,0.147908,0.6875
Iran,Albania,0.654336,0.654336,0.465013,0.084172,0.46875
Iraq,Albania,0.737258,0.737258,0.474402,0.112491,0.5625
Ireland,Albania,0.655131,0.655131,0.46573,0.066779,0.53125
Italy,Albania,0.700296,0.700296,0.429725,0.058241,0.421875
Jamaica,Albania,0.614767,0.614767,0.462702,0.041515,0.5
Japan,Albania,0.677848,0.677848,0.489632,0.03711,0.5
Jersey,Albania,0.680816,0.680816,0.486618,0.077681,0.59375
Kansas,Albania,0.458007,0.458007,0.309324,0.11105,0.4375
Kazakhstan,Albania,0.672106,0.672106,0.367096,0.094481,0.25
Kentucky,Albania,0.582212,0.582212,0.358937,0.174386,0.40625
Kenya,Albania,0.594827,0.594827,0.449767,0.06302,0.3125
Kosovo,Albania,0.728666,0.728666,0.444318,0.121523,0.53125
Kuwait,Albania,0.688103,0.688103,0.474348,0.017085,0.625
Kyrgyzstan,Albania,0.727975,0.727975,0.294511,0.13952,0.34375
Laos,Albania,0.605352,0.605352,0.329245,0.024481,0.34375
Latvia,Albania,0.692358,0.692358,0.409776,0.042096,0.5
Lebanon,Albania,0.754366,0.754366,0.434159,0.090624,0.53125
Lesotho,Albania,0.623036,0.623036,0.446679,0.054743,0.53125
Liberia,Albania,0.643765,0.643765,0.4631,0.061707,0.625
Libya,Albania,0.696376,0.696376,0.483734,0.073112,0.3125
Louisiana,Albania,0.517105,0.517105,0.316513,0.187147,0.4375
Luxembourg,Albania,0.708173,0.708173,0.4469,0.027077,0.5
Madagascar,Albania,0.700959,0.700959,0.430241,0.044301,0.46875
Maine,Albania,0.531463,0.531463,0.246198,0.169128,0.53125
Maldives,Albania,0.739136,0.739136,0.280395,0.01445,0.515625
Mali,Albania,0.642007,0.642007,0.322072,0.058111,0.53125
Malta,Albania,0.701577,0.701577,0.4407,0.000642,0.5
Marshall Islands,Albania,0.6134,0.6134,0.397449,0.044151,0.5
Maryland,Albania,0.505424,0.505424,0.464479,0.059601,0.5
Mauritania,Albania,0.641965,0.641965,0.283879,0.052397,0.625
Mauritius,Albania,0.621083,0.621083,0.348453,0.025419,0.546875
Michigan,Albania,0.526376,0.526376,0.271907,0.172497,0.625
Minnesota,Albania,0.579804,0.579804,0.312053,0.171597,0.5625
Mississippi,Albania,0.561927,0.561927,0.39235,0.066254,0.46875
Moldova,Albania,0.707999,0.707999,0.433885,0.10193,0.65625
Monaco,Albania,0.728056,0.728056,0.41113,0.008422,0.546875
Mongolia,Albania,0.634979,0.634979,0.407307,0,0.46875
Montana,Albania,0.523738,0.523738,0.251767,0.195102,0.5
Montenegro,Albania,0.722085,0.722085,0.392397,0.103006,0.625
Montserrat,Albania,0.59213,0.59213,0.410292,0.040333,0.5625
Morocco,Albania,0.725724,0.725724,0.222069,0,0.53125
Mozambique,Albania,0.590678,0.590678,0.429984,0.037779,0.46875
Myanmar,Albania,0.612108,0.612108,0.37218,0.051424,0.5
Namibia,Albania,0.594359,0.594359,0.360918,0.041214,0.53125
Nauru,Albania,0.635209,0.635209,0.370201,0.042462,0.625
Nebraska,Albania,0.450654,0.450654,0.323154,0.21633,0.53125
Netherlands,Albania,0.680695,0.680695,0.42893,0,0.5
Nevada,Albania,0.611427,0.611427,0.230021,0.015984,0.53125
New Caledonia,Albania,0.590907,0.590907,0.443951,0.084544,0.53125
New Hampshire,Albania,0.531384,0.531384,0.269192,0.20415,0.3125
New Jersey,Albania,0.526347,0.526347,0.244936,0.186127,0.625
New Mexico,Albania,0.567026,0.567026,0.226768,0.113458,0.578125
New York,Albania,0.564341,0.564341,0.39116,0.22929,0.5625
New Zealand,Albania,0.67606,0.67606,0.394157,0.043422,0.5625
Nicaragua,Albania,0.606034,0.606034,0.408283,0.058479,0.46875
Niue,Albania,0.649586,0.649586,0.40226,0.033847,0.59375
Norfolk Island,Albania,0.642029,0.642029,0.437918,0.097311,0.4375
North Carolina,Albania,0.571376,0.571376,0.438768,0.030731,0.53125
North Korea,Albania,0.610487,0.610487,0.425693,0.056314,0.625
North Macedonia,Albania,0.741662,0.741662,0.39745,0.066475,0.46875
Northern Mariana Islands,Albania,0.47374,0.47374,0.405267,0.168665,0.5625
Norway,Albania,0.695278,0.695278,0.317095,0.05837,0.5
Ohio,Albania,0.485473,0.485473,0.473138,0.042975,0.46875
Oklahoma,Albania,0.482924,0.482924,0.25393,0.129264,0.5
Oman,Albania,0.725099,0.725099,0.453382,0.007945,0.4375
Oregon,Albania,0.526766,0.526766,0.303066,0.151567,0.46875
Pakistan,Albania,0.662968,0.662968,0.37791,0.040444,0.53125
Palau,Albania,0.638294,0.638294,0.283613,0.025097,0.5
Palestine,Albania,0.688129,0.688129,0.482811,0.041416,0.5625
Papua New Guinea,Albania,0.651263,0.651263,0.435928,0.036942,0.46875
Paraguay,Albania,0.68525,0.68525,0.688907,0.051768,0.625
Pennsylvania,Albania,0.558186,0.558186,0.281815,0.157978,0.46875
Peru,Albania,0.749583,0.749583,0.384939,0.062979,0.546875
Philippines,Albania,0.607239,0.607239,0.44616,0.033635,0.625
Pitcairn Islands,Albania,0.576899,0.576899,0.414544,0.059534,0.59375
Portugal,Albania,0.647586,0.647586,0.301606,0.095715,0.6875
Puerto Rico,Albania,0.591929,0.591929,0.410269,0.042002,0.5
Qatar,Albania,0.651928,0.651928,0.219315,0.05143,0.53125
Republic of the Congo,Albania,0.647068,0.647068,0.704449,0.033935,0.5
Russia,Albania,0.700919,0.700919,0.735899,0,0.5
Saint Lucia,Albania,0.627386,0.627386,0.381834,0.089813,0.65625
Saint Pierre and Miquelon,Albania,0.582892,0.582892,0.424211,0.119145,0.4375
Saint Vincent and the Grenadines,Albania,0.600812,0.600812,0.319574,0.035894,0.46875
San Marino,Albania,0.667895,0.667895,0.430074,0.190856,0.6875
Saudi Arabia,Albania,0.663106,0.663106,0.254681,0.098257,0.5
Senegal,Albania,0.660944,0.660944,0.322648,0.068134,0.5
Seychelles,Albania,0.66911,0.66911,0.462761,0.017677,0.5625
Sierra Leone,Albania,0.610869,0.610869,0.428254,0,0.5
Singapore,Albania,0.706683,0.706683,0.449351,0.016575,0.625
Sint Maarten,Albania,0.680695,0.680695,0.42893,0,0.5
Slovakia,Albania,0.709728,0.709728,0.431161,0.050357,0.625
Solomon Islands,Albania,0.611343,0.611343,0.421204,0.03887,0.5
Somalia,Albania,0.609369,0.609369,0.241265,0.043456,0.34375
South Africa,Albania,0.594337,0.594337,0.420354,0.046348,0.46875
South Carolina,Albania,0.573001,0.573001,0.266274,0.116713,0.3125
South Dakota,Albania,0.498372,0.498372,0.292173,0.180002,0.34375
South Korea,Albania,0.640867,0.640867,0.493519,0.039858,0.59375
Sri Lanka,Albania,0.549485,0.549485,0.430528,0.086111,0.4375
Suriname,Albania,0.631799,0.631799,0.390615,0.028266,0.5
Switzerland,Albania,0.685843,0.685843,0.11726,0.048437,0.5
Syria,Albania,0.689184,0.689184,0.47494,0.047202,0.375
Taiwan,Albania,0.684314,0.684314,0.139778,0.023474,0.46875
Tajikistan,Albania,0.745072,0.745072,0.4754,0.049903,0.46875
Tennessee,Albania,0.605813,0.605813,0.331703,0.094061,0.46875
Texas,Albania,0.564094,0.564094,0.437678,0.041944,0.46875
Thailand,Albania,0.61402,0.61402,0.429868,0,0.5
The Bahamas,Albania,0.614584,0.614584,0.441004,0.04643,0.359375
Tonga,Albania,0.743526,0.743526,0.402311,0.005684,0.5
Trinidad and Tobago,Albania,0.651248,0.651248,0.402521,0.060762,0.53125
Tunisia,Albania,0.740802,0.740802,0.267696,0.085795,0.34375
Turkey,Albania,0.766512,0.766512,0.25021,0.040428,0.53125
Turkmenistan,Albania,0.610907,0.610907,0.256729,0.005286,0.5
Turks and Caicos Islands,Albania,0.61357,0.61357,0.402863,0.039886,0.53125
Tuvalu,Albania,0.591732,0.591732,0.411034,0.048198,0.6875
Uganda,Albania,0.607297,0.607297,0.435245,0.048033,0.46875
Ukraine,Albania,0.676274,0.676274,0.283487,0.008063,0.546875
United Arab Emirates,Albania,0.73125,0.73125,0.481474,0.02926,0.5625
United Kingdom,Albania,0.674042,0.674042,0.467657,0.072302,0.5625
United Republic of Tanzania,Albania,0.600931,0.600931,0.430127,0.071184,0.53125
United States of America,Albania,0.643109,0.643109,0.466148,0.04629,0.40625
United States Virgin Islands,Albania,0.607373,0.607373,0.489938,0.126571,0.5625
Uruguay,Albania,0.721855,0.721855,0.469825,0.043152,0.5625
Utah,Albania,0.626662,0.626662,0.306188,0.212468,0.53125
Uzbekistan,Albania,0.698141,0.698141,0.468683,0.037843,0.53125
Vanuatu,Albania,0.620793,0.620793,0.441718,0.047956,0.53125
Vatican,Albania,0.626082,0.626082,0.332322,0.076703,0.4375
Venezuela,Albania,0.564161,0.564161,0.32959,0.030095,0.53125
Vietnam,Albania,0.612208,0.612208,0.867695,0.125829,0.5
Washington,Albania,0.557637,0.557637,0.327959,0.159516,0.3125
West Virginia,Albania,0.596997,0.596997,0.484343,0.147448,0.53125
Western Sahara,Albania,0.715194,0.715194,0.482456,0.04305,0.59375
Zambia,Albania,0.705214,0.705214,0.297208,0,0.53125
Zimbabwe,Albania,0.571447,0.571447,0.467244,0.057392,0.53125
Afghanistan,Algeria,0.694014,0.694014,0.80845,0.212841,0.375
Alabama,Algeria,0.703727,0.703727,0.856927,0.210986,0.625
Aland,Algeria,0.69197,0.69197,0.582778,0.014919,0.5
Alaska,Algeria,0.691372,0.691372,0.346145,0.009742,0.5625
